date,notes,state,url
2020-04-03,,AP,https://portal.ap.gov.br/noticia/0304/boletim-informativo-covid-19-amapa-confirma-19-casos
2020-04-04,,AP,https://www.portal.ap.gov.br/noticia/0404/boletim-informativo-covid-19-amapa-confirma-28-casos
2020-04-04,,AP,https://www.portal.ap.gov.br/noticia/0404/boletim-covid-19-amapa-confirma-primeira-morte-por-coronavirus
2020-04-04,Adiciona um caso em Macapá,AP,https://www.portal.ap.gov.br/noticia/0404/boletim-informativo-covid-19-amapa-4-de-abril-de-2020
2020-04-05,,AP,https://www.portal.ap.gov.br/noticia/0504/boletim-covid-19-santana-registra-dois-casos-positivos-e-uma-morte-em-investigacao-epidemiologica
2020-04-05,,AP,https://www.portal.ap.gov.br/noticia/0504/boletim-informativo-covid-19-amapa-5-de-abril-de-2020
2020-04-06,,AP,https://www.portal.ap.gov.br/noticia/0604/boletim-informativo-covid-19-amapa-6-de-abril-de-2020
2020-04-07,,AP,https://www.portal.ap.gov.br/noticia/0704/atualizacao-boletim-informativo-covid-19-amapa-7-de-abril-de-2020
2020-04-08,,AP,https://www.portal.ap.gov.br/noticia/0804/boletim-informativo-covid-19-amapa-chega-a-107-casos-confirmados
2020-04-08,,AP,https://www.portal.ap.gov.br/noticia/0804/boletim-informativo-covid-19-amapa-8-de-abril-de-2020
2020-04-09,,AP,https://www.portal.ap.gov.br/noticia/0904/boletim-informativo-covid-19-amapa-9-de-abril-de-2020
2020-04-10,,AP,https://m.facebook.com/governo.ap/photos/a.1935375720041656/2717588638487023/
2020-04-11,,AP,https://www.portal.ap.gov.br/noticia/1104/boletim-informativo-covid-19-amapa-registra-terceiro-obito-pelo-novo-coronavirus
2020-04-11,,AP,https://www.portal.ap.gov.br/noticia/1104/boletim-informativo-covid-19-amapa-11-de-abril-de-2020
2020-04-12,,AP,https://www.portal.ap.gov.br/noticia/1204/boletim-informativo-covid-19-amapa-12-de-abril-de-2020
2020-04-13,,AP,https://www.portal.ap.gov.br/noticia/1304/boletim-informativo-covid-19-amapa-13-de-abril-de-2020
2020-04-14,,AP,https://www.portal.ap.gov.br/noticia/1404/1-ordm-boletim-informativo-covid-19-amapa-14-de-abril-de-2020
2020-04-14,,AP,https://www.portal.ap.gov.br/noticia/1404/boletim-informativo-covid-19-amapa-14-de-abril-de-2020
2020-04-15,,AP,https://www.portal.ap.gov.br/noticia/1504/boletim-informativo-covid-19-amapa-15-de-abril-de-2020
2020-04-15,,AP,https://www.portal.ap.gov.br/noticia/1504/atualizacao-ndash-boletim-covid-19-amapa-15-de-abril-de-2020-18h-
2020-04-16,,AP,https://www.portal.ap.gov.br/noticia/1604/boletim-informativo-covid-19-amapa-16-de-abril-de-2020
2020-04-16,,AP,https://www.portal.ap.gov.br/noticia/1604/atualizacao-ndash-boletim-informativo-covid-19-amapa-16-de-abril-de-2020-18h-
2020-04-17,,AP,https://www.portal.ap.gov.br/noticia/1704/boletim-informativo-covid-19-amapa-17-de-abril-de-2020
2020-04-17,,AP,https://www.portal.ap.gov.br/noticia/1704/atualizacao-boletim-informativo-covid-19-amapa-17-de-abril-de-2020-18h30
2020-04-18,,AP,https://www.portal.ap.gov.br/noticia/1804/boletim-informativo-covid-19-amapa-18-de-abril-de-2020
2020-04-18,,AP,https://www.facebook.com/1434477820131451/posts/2725007811078439/
2020-04-19,,AP,https://www.portal.ap.gov.br/noticia/1904/boletim-informativo-covid-19-amapa-19-de-abril-de-2020
2020-04-20,,AP,https://www.portal.ap.gov.br/noticia/2004/atualizacao-ndash-boletim-informativo-covid-19-amapa-20-de-abril-de-2020-ndash-18h30
2020-04-21,,AP,https://www.portal.ap.gov.br/noticia/2104/boletim-informativo-covid-19-amapa-21-de-abril-de-2020
2020-04-21,,AP,https://www.portal.ap.gov.br/noticia/2104/atualizacao-ndash-boletim-informativo-covid-19-amapa-21-de-abril-de-2020-ndash-18h
2020-04-22,,AP,https://www.portal.ap.gov.br/noticia/2204/boletim-informativo-covid-19-amapa-22-de-abril-de-2020
2020-04-22,,AP,https://www.portal.ap.gov.br/noticia/2204/atualizacao-ndash-boletim-informativo-covid-19-amapa-22-de-abril-de-2020-ndash-18h
2020-04-23,,AP,https://www.portal.ap.gov.br/noticia/2304/atualizacao-ndash-boletim-informativo-covid-19-amapa-23-de-abril-de-2020-ndash-18h30
2020-04-24,,AP,https://www.portal.ap.gov.br/noticia/2404/atualizacao-boletim-informativo-covid-19-amapa-24-de-abril-de-2020-19h
2020-04-25,,AP,https://www.portal.ap.gov.br/noticia/2504/atualizacao-ndash-boletim-informativo-covid-19-amapa-25-de-abril-de-2020-ndash-18h
2020-04-26,,AP,https://www.portal.ap.gov.br/noticia/2604/boletim-informativo-covid-19-amapa-26-de-abril-de-2020
2020-04-27,,AP,https://www.portal.ap.gov.br/noticia/2704/amapa-tem-842-casos-confirmados-e-1-272-em-analise-laboratorial-
2020-04-28,,AP,https://www.portal.ap.gov.br/noticia/2804/boletim-informativo-covid-19-amapa-28-de-abril-de-2020
2020-04-29,,AP,https://www.portal.ap.gov.br/noticia/2904/boletim-informativo-covid-19-amapa-29-de-abril-de-2020
2021-06-18,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-17,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-16,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-15,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-14,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-13,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-12,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-11,Dados totais coletados da Secretaria Estadual de Saúde,AP,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv
2021-06-10,,AP,https://www.portal.ap.gov.br/noticia/1006/boletim-informativo-covid-19-amapa-10-de-junho-de-2021
2021-06-09,,AP,https://www.portal.ap.gov.br/noticia/0906/boletim-informativo-covid-19-amapa-9-de-junho-de-2021
2021-06-08,,AP,https://www.portal.ap.gov.br/noticia/0806/boletim-informativo-covid-19-amapa-8-de-junho-de-2021
2021-06-07,,AP,https://www.portal.ap.gov.br/noticia/0706/boletim-informativo-covid-19-amapa-7-de-junho-de-2021
2021-06-06,,AP,https://www.portal.ap.gov.br/noticia/0606/boletim-informativo-covid-19-amapa-6-de-junho-de-2021
2021-06-05,,AP,https://www.portal.ap.gov.br/noticia/0506/boletim-informativo-covid-19-amapa-5-de-junho-de-2021
2021-06-04,,AP,https://www.portal.ap.gov.br/noticia/0406/boletim-informativo-covid-19-amapa-4-de-junho-de-2021
2021-06-03,,AP,https://www.portal.ap.gov.br/noticia/0306/boletim-informativo-covid-19-amapa-3-de-junho-de-2021
2021-06-02,,AP,https://www.portal.ap.gov.br/noticia/0206/boletim-informativo-covid-19-amapa-2-de-junho-de-2021
2021-06-01,,AP,https://www.portal.ap.gov.br/noticia/0106/boletim-informativo-covid-19-amapa-1-ordm-de-junho-de-2021
2021-05-31,,AP,https://www.portal.ap.gov.br/noticia/3105/boletim-informativo-covid-19-amapa-31-de-maio-de-2021
2021-05-30,,AP,https://www.portal.ap.gov.br/noticia/3005/boletim-informativo-covid-19-amapa-30-de-maio-de-2021
2021-05-29,,AP,https://portal.ap.gov.br/noticia/2905/boletim-informativo-covid-19-amapa-29-de-maio-de-2021
2021-05-28,,AP,https://www.portal.ap.gov.br/noticia/2805/boletim-informativo-covid-19-amapa-28-de-maio-de-2021
2021-05-27,,AP,https://portal.ap.gov.br/noticia/2705/boletim-informativo-covid-19-amapa-27-de-maio-de-2021
2021-05-26,,AP,https://portal.ap.gov.br/noticia/2605/boletim-informativo-covid-19-amapa-26-de-maio-de-2021
2021-05-25,,AP,https://www.portal.ap.gov.br/noticia/2505/boletim-informativo-covid-19-amapa-25-de-maio-de-2021
2021-05-24,,AP,https://www.portal.ap.gov.br/noticia/2405/boletim-informativo-covid-19-amapa-24-de-maio-de-2021
2021-05-23,,AP,https://www.portal.ap.gov.br/noticia/2305/boletim-informativo-covid-19-amapa-23-de-maio-de-2021
2021-05-22,,AP,https://www.portal.ap.gov.br/noticia/2205/boletim-informativo-covid-19-amapa-22-de-maio-de-2021
2021-05-21,,AP,https://www.portal.ap.gov.br/noticia/2105/boletim-informativo-covid-19-amapa-21-de-maio-de-2021
2021-05-20,,AP,https://portal.ap.gov.br/noticia/2005/boletim-informativo-covid-19-amapa-20-de-maio-de-2021
2021-05-19,,AP,https://portal.ap.gov.br/noticia/1905/boletim-informativo-covid-19-amapa-19-de-maio-de-2021
2021-05-18,,AP,https://www.portal.ap.gov.br/noticia/1805/boletim-informativo-covid-19-amapa-18-de-maio-de-2021
2021-05-17,,AP,https://www.portal.ap.gov.br/noticia/1705/boletim-informativo-covid-19-amapa-17-de-maio-de-2021
2021-05-16,,AP,https://portal.ap.gov.br/noticia/1605/boletim-informativo-covid-19-amapa-16-de-maio-de-2021
2021-05-15,,AP,https://www.portal.ap.gov.br/noticia/1505/boletim-informativo-covid-19-amapa-15-de-maio-de-2021
2021-05-14,,AP,https://www.portal.ap.gov.br/noticia/1405/boletim-informativo-covid-19-amapa-14-de-maio-de-2021
2021-05-13,,AP,https://www.portal.ap.gov.br/noticia/1305/boletim-informativo-covid-19-amapa-13-de-maio-de-2021
2021-05-12,,AP,https://www.portal.ap.gov.br/noticia/1205/boletim-informativo-covid-19-amapa-12-de-maio-de-2021
2021-05-11,,AP,https://www.portal.ap.gov.br/noticia/1105/boletim-informativo-covid-19-amapa-11-de-maio-de-2021
2021-05-10,,AP,https://portal.ap.gov.br/noticia/1005/boletim-informativo-covid-19-amapa-10-de-maio-de-2021
2021-05-09,,AP,https://portal.ap.gov.br/noticia/0905/boletim-informativo-covid-19-amapa-9-de-maio-de-2021
2021-05-08,,AP,https://portal.ap.gov.br/noticia/0805/boletim-informativo-covid-19-amapa-8-de-maio-de-2021
2021-05-07,,AP,https://portal.ap.gov.br/noticia/0705/boletim-informativo-covid-19-amapa-7-de-maio-de-2021
2021-05-06,,AP,https://portal.ap.gov.br/noticia/0605/boletim-informativo-covid-19-amapa-6-de-maio-de-2021
2021-05-05,,AP,https://www.portal.ap.gov.br/noticia/0505/boletim-informativo-covid-19-amapa-5-de-maio-de-2021
2021-05-04,,AP,https://www.portal.ap.gov.br/noticia/0405/boletim-informativo-covid-19-amapa-4-de-maio-de-2021
2021-05-03,,AP,https://portal.ap.gov.br/noticia/0305/boletim-informativo-covid-19-amapa-3-de-maio-de-2021
2021-05-02,,AP,https://portal.ap.gov.br/noticia/0205/boletim-informativo-covid-19-amapa-2-de-maio-de-2021
2021-05-01,,AP,https://www.portal.ap.gov.br/noticia/0105/boletim-informativo-covid-19-amapa-1-ordm-de-maio-de-2021
2021-04-30,,AP,https://portal.ap.gov.br/noticia/3004/boletim-informativo-covid-19-amapa-30-de-abril-de-2021
2021-04-29,,AP,https://portal.ap.gov.br/noticia/2904/boletim-informativo-covid-19-amapa-29-de-abril-de-2021
2021-04-28,,AP,https://portal.ap.gov.br/noticia/2804/boletim-informativo-covid-19-amapa-28-de-abril-de-2021
2021-04-27,,AP,https://www.portal.ap.gov.br/noticia/2704/boletim-informativo-covid-19-amapa-27-de-abril-de-2021
2021-04-26,,AP,https://portal.ap.gov.br/noticia/2604/boletim-informativo-covid-19-amapa-26-de-abril-de-2021
2021-04-25,,AP,https://portal.ap.gov.br/noticia/2504/boletim-informativo-covid-19-amapa-25-de-abril-de-2021
2021-04-24,,AP,https://portal.ap.gov.br/noticia/2404/boletim-informativo-covid-19-amapa-24-de-abril-de-2021
2021-04-23,,AP,https://portal.ap.gov.br/noticia/2304/boletim-informativo-covid-19-amapa-23-de-abril-de-2021
2021-04-22,,AP,https://portal.ap.gov.br/noticia/2204/boletim-informativo-covid-19-amapa-22-de-abril-de-2021
2021-04-21,,AP,https://portal.ap.gov.br/noticia/2104/boletim-informativo-covid-19-amapa-21-de-abril-de-2021
2021-04-20,,AP,https://portal.ap.gov.br/noticia/2004/boletim-informativo-covid-19-amapa-20-de-abril-de-2021
2021-04-19,,AP,https://www.portal.ap.gov.br/noticia/1904/boletim-informativo-covid-19-amapa-19-de-abril-de-2021
2021-04-18,,AP,https://portal.ap.gov.br/noticia/1804/boletim-informativo-covid-19-amapa-18-de-abril-de-2021
2021-04-17,,AP,https://portal.ap.gov.br/noticia/1704/boletim-informativo-covid-19-amapa-17-de-abril-de-2021
2021-04-16,,AP,https://www.portal.ap.gov.br/noticia/1604/boletim-informativo-covid-19-amapa-16-de-abril-de-2021
2021-04-15,,AP,https://www.portal.ap.gov.br/noticia/1504/boletim-informativo-covid-19-amapa-15-de-abril-de-2021
2021-04-14,,AP,https://www.portal.ap.gov.br/noticia/1404/boletim-informativo-covid-19-amapa-14-de-abril-de-2021
2021-04-13,,AP,https://portal.ap.gov.br/noticia/1204/boletim-informativo-covid-19-amapa-12-de-abril-de-2021
2021-04-12,,AP,https://www.portal.ap.gov.br/noticia/1204/boletim-informativo-covid-19-amapa-12-de-abril-de-2021
2021-04-11,,AP,https://portal.ap.gov.br/noticia/1104/boletim-informativo-covid-19-amapa-11-de-abril-de-2021
2021-04-10,,AP,https://portal.ap.gov.br/noticia/1004/boletim-informativo-covid-19-amapa-10-de-abril-de-2021
2021-04-09,,AP,https://portal.ap.gov.br/noticia/0904/boletim-informativo-covid-19-amapa-9-de-abril-de-2021
2021-04-08,,AP,https://portal.ap.gov.br/noticia/0804/boletim-informativo-covid-19-amapa-8-de-abril-de-2021
2021-04-07,,AP,https://portal.ap.gov.br/noticia/0704/boletim-informativo-covid-19-amapa-7-de-abril-de-2021
2021-04-06,,AP,https://portal.ap.gov.br/noticia/0604/boletim-informativo-covid-19-amapa-6-de-abril-de-2021
2021-04-05,,AP,https://portal.ap.gov.br/noticia/0504/boletim-informativo-covid-19-amapa-5-de-abril-de-2021
2021-04-04,,AP,https://portal.ap.gov.br/noticia/0404/boletim-informativo-covid-19-amapa-4-de-abril-de-2021
2021-04-03,,AP,https://www.portal.ap.gov.br/noticia/0304/boletim-informativo-covid-19-amapa-3-de-abril-de-2021
2021-04-02,,AP,https://portal.ap.gov.br/noticia/0204/boletim-informativo-covid-19-amapa-2-de-abril-de-2021
2021-04-01,,AP,https://portal.ap.gov.br/noticia/0104/boletim-informativo-covid-19-amapa-1-ordm-de-abril-de-2021
2021-03-31,,AP,https://www.portal.ap.gov.br/noticia/3103/boletim-informativo-covid-19-amapa-31-de-marco-de-2021
2021-03-30,,AP,https://portal.ap.gov.br/noticia/3003/boletim-informativo-covid-19-amapa-30-de-marco-de-2021
2021-03-29,,AP,https://www.portal.ap.gov.br/noticia/2903/boletim-informativo-covid-19-amapa-29-de-marco-de-2021
2021-03-28,,AP,https://portal.ap.gov.br/noticia/2803/boletim-informativo-covid-19-amapa-28-de-marco-de-2021
2021-03-27,,AP,https://portal.ap.gov.br/noticia/2703/boletim-informativo-covid-19-amapa-27-de-marco-de-2021
2021-03-26,,AP,https://www.portal.ap.gov.br/noticia/2603/boletim-informativo-covid-19-amapa-26-de-marco-de-2021
2021-03-25,,AP,https://portal.ap.gov.br/noticia/2503/boletim-informativo-covid-19-amapa-25-de-marco-de-2021
2021-03-24,,AP,https://portal.ap.gov.br/noticia/2403/boletim-informativo-covid-19-amapa-24-de-marco-de-2021
2021-03-23,,AP,https://portal.ap.gov.br/noticia/2303/boletim-informativo-covid-19-amapa-23-de-marco-de-2021
2021-03-22,,AP,https://portal.ap.gov.br/noticia/2203/boletim-informativo-covid-19-amapa-22-de-marco-de-2021
2021-03-21,,AP,https://portal.ap.gov.br/noticia/2103/boletim-informativo-covid-19-amapa-21-de-marco-de-2021
2021-03-20,,AP,https://portal.ap.gov.br/noticia/2003/boletim-informativo-covid-19-amapa-20-de-marco-de-2021
2021-03-19,,AP,https://www.portal.ap.gov.br/noticia/1903/boletim-informativo-covid-19-amapa-19-de-marco-de-2021
2021-03-18,,AP,https://www.portal.ap.gov.br/noticia/1803/boletim-informativo-covid-19-amapa-18-de-marco-de-2021
2021-03-17,,AP,https://portal.ap.gov.br/noticia/1703/boletim-informativo-covid-19-amapa-17-de-marco-de-2021
2021-03-16,,AP,https://portal.ap.gov.br/noticia/1603/boletim-informativo-covid-19-amapa-16-de-marco-de-2021
2021-03-15,,AP,https://www.portal.ap.gov.br/coronavirus
2021-03-14,,AP,https://portal.ap.gov.br/noticia/1403/boletim-informativo-covid-19-amapa-14-de-marco-de-2021
2021-03-13,,AP,https://portal.ap.gov.br/noticia/1303/boletim-informativo-covid-19-amapa-13-de-marco-de-2021
2021-03-12,,AP,https://www.portal.ap.gov.br/noticia/1203/boletim-informativo-covid-19-amapa-12-de-marco-de-2021
2021-03-11,,AP,https://portal.ap.gov.br/noticia/1103/boletim-informativo-covid-19-amapa-11-de-marco-de-2021
2021-03-10,,AP,https://www.portal.ap.gov.br/noticia/1003/boletim-informativo-covid-19-amapa-10-de-marco-de-2021
2021-03-09,,AP,https://www.portal.ap.gov.br/noticia/0903/boletim-informativo-covid-19-amapa-9-de-marco-de-2021
2021-03-08,,AP,https://portal.ap.gov.br/noticia/0803/boletim-informativo-covid-19-amapa-8-de-marco-de-2021
2021-03-07,,AP,https://www.portal.ap.gov.br/noticia/0703/boletim-informativo-covid-19-amapa-7-de-marco-de-2021
2021-03-06,,AP,https://www.portal.ap.gov.br/noticia/0603/boletim-informativo-covid-19-amapa-6-de-marco-de-2021
2021-03-05,,AP,https://www.portal.ap.gov.br/noticia/0503/boletim-informativo-covid-19-amapa-5-de-marco-de-2021
2021-03-04,,AP,https://portal.ap.gov.br/noticia/0403/boletim-informativo-covid-19-amapa-4-de-marco-de-2021
2021-03-03,,AP,https://portal.ap.gov.br/noticia/0303/boletim-informativo-covid-19-amapa-3-de-marco-de-2021
2021-03-02,,AP,https://portal.ap.gov.br/noticia/0203/boletim-informativo-covid-19-amapa-2-de-marco-de-2021
2021-03-01,,AP,https://www.portal.ap.gov.br/noticia/0103/boletim-informativo-covid-19-amapa-1-deg-de-marco-de-2021
2021-02-28,,AP,https://www.portal.ap.gov.br/noticia/2802/boletim-informativo-covid-19-amapa-28-de-fevereiro-de-2021
2021-02-27,,AP,https://portal.ap.gov.br/noticia/2702/boletim-informativo-covid-19-amapa-27-de-fevereiro-de-2021
2021-02-26,,AP,https://www.portal.ap.gov.br/noticia/2602/boletim-informativo-covid-19-amapa-26-de-fevereiro-de-2021
2021-02-25,,AP,https://www.portal.ap.gov.br/noticia/2502/boletim-informativo-covid-19-amapa-25-de-fevereiro-de-2021
2021-02-24,,AP,https://www.portal.ap.gov.br/noticia/2402/boletim-informativo-covid-19-amapa-24-de-fevereiro-de-2021
2021-02-23,,AP,https://portal.ap.gov.br/noticia/2302/boletim-informativo-covid-19-amapa-23-de-fevereiro-de-2021
2021-02-22,,AP,https://www.portal.ap.gov.br/noticia/2202/boletim-informativo-covid-19-amapa-22-de-fevereiro-de-2021
2021-02-21,,AP,https://portal.ap.gov.br/noticia/2102/boletim-informativo-covid-19-amapa-21-de-fevereiro-de-2021
2021-02-20,,AP,https://www.portal.ap.gov.br/noticia/2002/boletim-informativo-covid-19-amapa-20-de-fevereiro-de-2021
2021-02-19,,AP,https://www.portal.ap.gov.br/noticia/1902/boletim-informativo-covid-19-amapa-19-de-fevereiro-de-2021
2021-02-18,,AP,https://www.portal.ap.gov.br/noticia/1802/boletim-informativo-covid-19-amapa-18-de-fevereiro-de-2021
2021-02-17,,AP,https://www.portal.ap.gov.br/noticia/1702/boletim-informativo-covid-19-amapa-17-de-fevereiro-de-2021
2021-02-16,,AP,https://portal.ap.gov.br/noticia/1602/boletim-informativo-covid-19-amapa-16-de-fevereiro-de-2021
2021-02-15,,AP,https://www.portal.ap.gov.br/noticia/1502/boletim-informativo-covid-19-amapa-15-de-fevereiro-de-2021
2021-02-14,,AP,https://portal.ap.gov.br/noticia/1402/boletim-informativo-covid-19-amapa-14-de-fevereiro-de-2021
2021-02-13,,AP,https://portal.ap.gov.br/noticia/1302/boletim-informativo-covid-19-amapa-13-de-fevereiro-de-2021
2021-02-12,,AP,https://www.portal.ap.gov.br/noticia/1202/boletim-informativo-covid-19-amapa-12-de-fevereiro-de-2021
2021-02-11,,AP,https://portal.ap.gov.br/noticia/1102/boletim-informativo-covid-19-amapa-11-de-fevereiro-de-2021
2021-02-10,,AP,https://portal.ap.gov.br/noticia/1002/boletim-informativo-covid-19-amapa-10-de-fevereiro-de-2021
2021-02-09,,AP,https://www.portal.ap.gov.br/noticia/0902/boletim-informativo-covid-19-amapa-9-de-fevereiro-de-2021
2021-02-08,,AP,https://www.portal.ap.gov.br/noticia/0802/boletim-informativo-covid-19-amapa-8-de-fevereiro-de-2021
2021-02-07,,AP,https://www.portal.ap.gov.br/noticia/0702/boletim-informativo-covid-19-amapa-7-de-fevereiro-de-2021
2021-02-06,,AP,https://portal.ap.gov.br/noticia/0602/boletim-informativo-covid-19-amapa-6-de-fevereiro-de-2021
2021-02-05,,AP,https://portal.ap.gov.br/noticia/0502/boletim-informativo-covid-19-amapa-5-de-fevereiro-de-2021
2021-02-04,,AP,https://portal.ap.gov.br/noticia/0402/boletim-informativo-covid-19-amapa-4-de-fevereiro-de-2021
2021-02-03,,AP,https://portal.ap.gov.br/noticia/0302/boletim-informativo-covid-19-amapa-3-de-fevereiro-de-2021
2021-02-02,,AP,https://www.portal.ap.gov.br/noticia/0202/boletim-informativo-covid-19-amapa-2-de-fevereiro-de-2021
2021-02-01,,AP,https://www.portal.ap.gov.br/noticia/0102/boletim-informativo-covid-19-amapa-1-deg-de-fevereiro-de-2021
2021-01-31,,AP,https://portal.ap.gov.br/noticia/3101/boletim-informativo-covid-19-amapa-31-de-janeiro-de-2021
2021-01-30,,AP,https://www.portal.ap.gov.br/noticia/3001/boletim-informativo-covid-19-amapa-30-de-janeiro-de-2021
2021-01-29,,AP,https://portal.ap.gov.br/noticia/2901/boletim-informativo-covid-19-amapa-29-de-janeiro-de-2021
2021-01-28,,AP,https://portal.ap.gov.br/noticia/2801/boletim-informativo-covid-19-amapa-28-de-janeiro-de-2021
2021-01-27,,AP,https://portal.ap.gov.br/noticia/2701/boletim-informativo-covid-19-amapa-27-de-janeiro-de-2021
2021-01-26,,AP,https://portal.ap.gov.br/noticia/2601/boletim-informativo-covid-19-amapa-26-de-janeiro-de-2021
2021-01-25,,AP,https://portal.ap.gov.br/noticia/2501/boletim-informativo-covid-19-amapa-25-de-janeiro-de-2021
2021-01-24,,AP,https://portal.ap.gov.br/noticia/2401/boletim-informativo-covid-19-amapa-24-de-janeiro-de-2021
2021-01-23,,AP,https://portal.ap.gov.br/noticia/2301/boletim-informativo-covid-19-amapa-23-de-janeiro-de-2021
2021-01-22,,AP,https://portal.ap.gov.br/noticia/2201/boletim-informativo-covid-19-amapa-22-de-janeiro-de-2021
2021-01-21,,AP,https://portal.ap.gov.br/noticia/2101/boletim-informativo-covid-19-amapa-21-de-janeiro-de-2021
2021-01-20,,AP,https://portal.ap.gov.br/noticia/2001/boletim-informativo-covid-19-amapa-20-de-janeiro-de-2021
2021-01-19,,AP,https://portal.ap.gov.br/noticia/1901/boletim-informativo-covid-19-amapa-19-de-janeiro-de-2021
2021-01-18,,AP,https://portal.ap.gov.br/noticia/1801/boletim-informativo-covid-19-amapa-18-de-janeiro-de-2021
2021-01-17,,AP,https://www.portal.ap.gov.br/coronavirus
